,hyp,tgt,src,ref,task,model,hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens,hyp_lemmas,src_lemmas,cosine_similarity,semantic_similarity
148,Sun's going to come up soon.,,Sun's going to come up soon.,src,PG,,suns going to come up soon,suns going to come up soon,['suns going to come up soon'],['suns going to come up soon'],"[['suns', 'going', 'to', 'come', 'up', 'soon']]","[['suns', 'going', 'to', 'come', 'up', 'soon']]","['sun', 'go', 'to', 'come', 'up', 'soon']","['sun', 'go', 'to', 'come', 'up', 'soon']",1.0000000000000002,0.9999998211860657
149,"1,300 feet.",,1000 feet.,src,PG,,1300 feet,1000 feet,['1300 feet'],['1000 feet'],"[['1300', 'feet']]","[['1000', 'feet']]","['1300', 'foot']","['1000', 'foot']",0.4602434708239124,0.8789175748825073
150,Thank you for the wine cooler.,,Thank you for the wine.,src,PG,,thank you for the wine cooler,thank you for the wine,['thank you for the wine cooler'],['thank you for the wine'],"[['thank', 'you', 'for', 'the', 'wine', 'cooler']]","[['thank', 'you', 'for', 'the', 'wine']]","['thank', 'you', 'for', 'the', 'wine', 'cool']","['thank', 'you', 'for', 'the', 'wine']",0.8130888791281332,0.9558781385421753
151,You're part of me.,,You're a part of me.,src,PG,,you are part of me,you are a part of me,['you are part of me'],['you are a part of me'],"[['you', 'are', 'part', 'of', 'me']]","[['you', 'are', 'a', 'part', 'of', 'me']]","['you', 'be', 'part', 'of', 'I']","['you', 'be', 'a', 'part', 'of', 'I']",1.0000000000000002,0.9888761043548584
152,It's a treasure map- -,,It's a treasure map.,src,PG,,it is a treasure map ,it is a treasure map,['it is a treasure map'],['it is a treasure map'],"[['it', 'is', 'a', 'treasure', 'map']]","[['it', 'is', 'a', 'treasure', 'map']]","['it', 'be', 'a', 'treasure', 'map']","['it', 'be', 'a', 'treasure', 'map']",1.0,1.0
153,"Thankyou, Data.",,"Thank you, Data.",src,PG,,thankyou data,thank you data,['thankyou data'],['thank you data'],"[['thankyou', 'data']]","[['thank', 'you', 'data']]","['thankyou', 'datum']","['thank', 'you', 'datum']",0.6748178116728343,0.9660302996635437
154,"Thanks, Denise.",,"Thank you, Denise.",src,PG,,thanks denise,thank you denise,['thanks denise'],['thank you denise'],"[['thanks', 'denise']]","[['thank', 'you', 'denise']]","['thanks', 'denise']","['thank', 'you', 'denise']",0.7555864637746648,0.9778347015380859
155,That's a ship-loader.,,That's a ship.,src,PG,,that is a shiploader,that is a ship,['that is a shiploader'],['that is a ship'],"[['that', 'is', 'a', 'shiploader']]","[['that', 'is', 'a', 'ship']]","['that', 'be', 'a', 'shiploader']","['that', 'be', 'a', 'ship']",0.19931277938762337,0.9038609862327576
156,Did I snore-sno?,,Did I snore?,src,PG,,did i snoresno,did i snore,['did i snoresno'],['did i snore'],"[['did', 'i', 'snoresno']]","[['did', 'i', 'snore']]","['do', 'I', 'snoresno']","['do', 'I', 'snore']",0.32487364896787924,0.90330970287323
157,"Thanks, patrick.",,"Thank you, Patrick.",src,PG,,thanks patrick,thank you patrick,['thanks patrick'],['thank you patrick'],"[['thanks', 'patrick']]","[['thank', 'you', 'patrick']]","['thanks', 'patrick']","['thank', 'you', 'patrick']",0.7391647036247025,0.9869822263717651
158,"Thank you, jason.",,"Thank you, Jason.",src,PG,,thank you jason,thank you jason,['thank you jason'],['thank you jason'],"[['thank', 'you', 'jason']]","[['thank', 'you', 'jason']]","['thank', 'you', 'jason']","['thank', 'you', 'jason']",1.0000000000000002,1.0000001192092896
159,It's just a machine.,,It's just a machine.,src,PG,,it is just a machine,it is just a machine,['it is just a machine'],['it is just a machine'],"[['it', 'is', 'just', 'a', 'machine']]","[['it', 'is', 'just', 'a', 'machine']]","['it', 'be', 'just', 'a', 'machine']","['it', 'be', 'just', 'a', 'machine']",1.0000000000000002,0.9999998807907104
160,I want to be normal everyday.,,I wanna be normal.,src,PG,,i want to be normal everyday,i want to be normal,['i want to be normal everyday'],['i want to be normal'],"[['i', 'want', 'to', 'be', 'normal', 'everyday']]","[['i', 'want', 'to', 'be', 'normal']]","['I', 'want', 'to', 'be', 'normal', 'everyday']","['I', 'want', 'to', 'be', 'normal']",0.7525525804912032,0.8952130079269409
161,My name's annae.,,My name's Anna.,src,PG,,my names annae,my names anna,['my names annae'],['my names anna'],"[['my', 'names', 'annae']]","[['my', 'names', 'anna']]","['my', 'name', 'annae']","['my', 'name', 'anna']",0.4088969422040811,0.9798128604888916
162,"- Hello, Meredith.",,"Hello, Meredith.",src,PG,, hello meredith,hello meredith,[' hello meredith'],['hello meredith'],"[['hello', 'meredith']]","[['hello', 'meredith']]","['hello', 'meredith']","['hello', 'meredith']",1.0,0.9999999403953552
163,"Forty-eight hours, huh?",,48 hours?,src,PG,,fortyeight hours huh,48 hours,['fortyeight hours huh'],['48 hours'],"[['fortyeight', 'hours', 'huh']]","[['48', 'hours']]","['fortyeight', 'hour', 'huh']","['48', 'hour']",0.5553678048568274,0.7678879499435425
164,We've got to trust each other.,,We have to trust each other.,src,PG,,we have got to trust each other,we have to trust each other,['we have got to trust each other'],['we have to trust each other'],"[['we', 'have', 'got', 'to', 'trust', 'each', 'other']]","[['we', 'have', 'to', 'trust', 'each', 'other']]","['we', 'have', 'get', 'to', 'trust', 'each', 'other']","['we', 'have', 'to', 'trust', 'each', 'other']",0.9640878739090207,0.9689866304397583
165,Wh-where is Robert?,,Where's Robert?,src,PG,,whwhere is robert,where is robert,['whwhere is robert'],['where is robert'],"[['whwhere', 'is', 'robert']]","[['where', 'is', 'robert']]","['whwhere', 'be', 'robert']","['where', 'be', 'robert']",0.722106039610081,0.8666319251060486
166, ⁇ glycerin.,,Nitroglycerin.,src,PG,,  glycerin,nitroglycerin,['  glycerin'],['nitroglycerin'],[['glycerin']],[['nitroglycerin']],['glycerin'],['nitroglycerin'],0.0,0.7039369940757751
167,- We don't bites.,,We don't bite.,src,PG,, we do not bites,we do not bite,[' we do not bites'],['we do not bite'],"[['we', 'do', 'not', 'bites']]","[['we', 'do', 'not', 'bite']]","['we', 'do', 'not', 'bite']","['we', 'do', 'not', 'bite']",1.0,1.0000001192092896
168,"Thank you, julie.",,"Thank you, Julie.",src,PG,,thank you julie,thank you julie,['thank you julie'],['thank you julie'],"[['thank', 'you', 'julie']]","[['thank', 'you', 'julie']]","['thank', 'you', 'julie']","['thank', 'you', 'julie']",1.0000000000000002,0.9999998807907104
169,"Thank you, carol.",,"Thank you, Carol.",src,PG,,thank you carol,thank you carol,['thank you carol'],['thank you carol'],"[['thank', 'you', 'carol']]","[['thank', 'you', 'carol']]","['thank', 'you', 'carol']","['thank', 'you', 'carol']",1.0,1.0
170,But I-I've got a plan.,,But I've got a plan.,src,PG,,but ii have got a plan,but i have got a plan,['but ii have got a plan'],['but i have got a plan'],"[['but', 'ii', 'have', 'got', 'a', 'plan']]","[['but', 'i', 'have', 'got', 'a', 'plan']]","['but', 'ii', 'have', 'get', 'a', 'plan']","['but', 'I', 'have', 'get', 'a', 'plan']",0.8927318227147386,0.9423431158065796
171,Seventy-seven-seven.,,77.,src,PG,,seventysevenseven,77,['seventysevenseven'],['77'],[['seventysevenseven']],[['77']],['seventysevenseven'],['77'],0.0,0.6087818741798401
172,She's mute.,,She's a mute.,src,PG,,she is mute,she is a mute,['she is mute'],['she is a mute'],"[['she', 'is', 'mute']]","[['she', 'is', 'a', 'mute']]","['she', 'be', 'mute']","['she', 'be', 'a', 'mute']",1.0000000000000002,0.9569017887115479
173,"- Welcome, Friend.",,"Welcome, friend.",src,PG,, welcome friend,welcome friend,[' welcome friend'],['welcome friend'],"[['welcome', 'friend']]","[['welcome', 'friend']]","['welcome', 'friend']","['welcome', 'friend']",1.0,0.9999999403953552
174,No-one wants me here.,,No one wants me.,src,PG,,noone wants me here,no one wants me,['noone wants me here'],['no one wants me'],"[['noone', 'wants', 'me', 'here']]","[['no', 'one', 'wants', 'me']]","['no-one', 'want', 'I', 'here']","['no', 'one', 'want', 'I']",0.875786885600814,0.789238691329956
175,"Mars-1, Houston, this is Mars-1.",,"Mars-1, Houston.",src,PG,,mars1 houston this is mars1,mars1 houston,['mars1 houston this is mars1'],['mars1 houston'],"[['mars1', 'houston', 'this', 'is', 'mars1']]","[['mars1', 'houston']]","['mars1', 'houston', 'this', 'be', 'mars1']","['mars1', 'houston']",0.922303607835067,0.8126811385154724
176,"'Thank you, Barney.",,"Thank you, Barney.",src,PG,,thank you barney,thank you barney,['thank you barney'],['thank you barney'],"[['thank', 'you', 'barney']]","[['thank', 'you', 'barney']]","['thank', 'you', 'barney']","['thank', 'you', 'barney']",1.0,0.9999996423721313
177,How's michael?,,How's Michael?,src,PG,,how is michael,how is michael,['how is michael'],['how is michael'],"[['how', 'is', 'michael']]","[['how', 'is', 'michael']]","['how', 'be', 'michael']","['how', 'be', 'michael']",1.0,0.9999998807907104
178,His mommy's dead..,,His mother's dead.,src,PG,,his mommys dead,his mothers dead,['his mommys dead'],['his mothers dead'],"[['his', 'mommys', 'dead']]","[['his', 'mothers', 'dead']]","['his', 'mommys', 'dead']","['his', 'mother', 'dead']",0.5482680926050214,0.9830349683761597
179,"Hey, can he see us?",,Can he see us?,src,PG,,hey can he see us,can he see us,['hey can he see us'],['can he see us'],"[['hey', 'can', 'he', 'see', 'us']]","[['can', 'he', 'see', 'us']]","['hey', 'can', 'he', 'see', 'we']","['can', 'he', 'see', 'we']",0.867192689137161,0.9652372598648071
180,He's killed my mama.,,He killed my mom.,src,PG,,he is killed my mama,he killed my mom,['he is killed my mama'],['he killed my mom'],"[['he', 'is', 'killed', 'my', 'mama']]","[['he', 'killed', 'my', 'mom']]","['he', 'be', 'kill', 'my', 'mama']","['he', 'kill', 'my', 'mom']",0.5375629340191883,0.9520587921142578
181,"Thanks, rick.",,"Thank you, Rick.",src,PG,,thanks rick,thank you rick,['thanks rick'],['thank you rick'],"[['thanks', 'rick']]","[['thank', 'you', 'rick']]","['thanks', 'rick']","['thank', 'you', 'rick']",0.7266167514507548,0.9757600426673889
182,"Morning, chuck.",,"Good morning, Chuck.",src,PG,,morning chuck,good morning chuck,['morning chuck'],['good morning chuck'],"[['morning', 'chuck']]","[['good', 'morning', 'chuck']]","['morning', 'chuck']","['good', 'morning', 'chuck']",0.88663835746475,0.8164809942245483
183,You're a slave.,,You're a slave.,src,PG,,you are a slave,you are a slave,['you are a slave'],['you are a slave'],"[['you', 'are', 'a', 'slave']]","[['you', 'are', 'a', 'slave']]","['you', 'be', 'a', 'slave']","['you', 'be', 'a', 'slave']",1.0,1.000000238418579
184,Jor-E-I.,,Jor-EI.,src,PG,,jorei,jorei,['jorei'],['jorei'],[['jorei']],[['jorei']],['jorei'],['jorei'],1.0,1.0
185,"Thanks, wayne.",,"Thank you, Wayne.",src,PG,,thanks wayne,thank you wayne,['thanks wayne'],['thank you wayne'],"[['thanks', 'wayne']]","[['thank', 'you', 'wayne']]","['thanks', 'wayne']","['thank', 'you', 'wayne']",0.7555864637746648,0.9612817168235779
186,"Yea, he's alive.",,"Yeah, he's alive.",src,PG,,yea he is alive,yeah he is alive,['yea he is alive'],['yeah he is alive'],"[['yea', 'he', 'is', 'alive']]","[['yeah', 'he', 'is', 'alive']]","['yea', 'he', 'be', 'alive']","['yeah', 'he', 'be', 'alive']",0.5336324371057465,0.9951446652412415
187,Where's audrey?,,Where's Audrey?,src,PG,,where is audrey,where is audrey,['where is audrey'],['where is audrey'],"[['where', 'is', 'audrey']]","[['where', 'is', 'audrey']]","['where', 'be', 'audrey']","['where', 'be', 'audrey']",1.0,1.0
188,Her name's Amy.,,Her name's Amy.,src,PG,,her names amy,her names amy,['her names amy'],['her names amy'],"[['her', 'names', 'amy']]","[['her', 'names', 'amy']]","['her', 'name', 'amy']","['her', 'name', 'amy']",1.0000000000000002,1.0000001192092896
189,I'm her counsel.,,I'm her attorney.,src,PG,,i am her counsel,i am her attorney,['i am her counsel'],['i am her attorney'],"[['i', 'am', 'her', 'counsel']]","[['i', 'am', 'her', 'attorney']]","['I', 'be', 'her', 'counsel']","['I', 'be', 'her', 'attorney']",0.2747014311685951,0.8396244049072266
190,He's got a granddaughter,,He's got a daughter.,src,PG,,he is got a granddaughter,he is got a daughter,['he is got a granddaughter'],['he is got a daughter'],"[['he', 'is', 'got', 'a', 'granddaughter']]","[['he', 'is', 'got', 'a', 'daughter']]","['he', 'be', 'get', 'a', 'granddaughter']","['he', 'be', 'get', 'a', 'daughter']",0.3266765884414494,0.9113525152206421
191,Wh-where's Amy?,,Where's Amy?,src,PG,,whwhere is amy,where is amy,['whwhere is amy'],['where is amy'],"[['whwhere', 'is', 'amy']]","[['where', 'is', 'amy']]","['whwhere', 'be', 'amy']","['where', 'be', 'amy']",0.696728499034613,0.9023392200469971
192,We've got to tell 'em.,,We have to tell them.,src,PG,,we have got to tell them,we have to tell them,['we have got to tell them'],['we have to tell them'],"[['we', 'have', 'got', 'to', 'tell', 'them']]","[['we', 'have', 'to', 'tell', 'them']]","['we', 'have', 'get', 'to', 'tell', 'they']","['we', 'have', 'to', 'tell', 'they']",0.9314432933611669,0.9781646132469177
193,I-I don't want to be your friend.,,I don't wanna be your friend.,src,PG,,ii do not want to be your friend,i do not want to be your friend,['ii do not want to be your friend'],['i do not want to be your friend'],"[['ii', 'do', 'not', 'want', 'to', 'be', 'your', 'friend']]","[['i', 'do', 'not', 'want', 'to', 'be', 'your', 'friend']]","['ii', 'do', 'not', 'want', 'to', 'be', 'your', 'friend']","['I', 'do', 'not', 'want', 'to', 'be', 'your', 'friend']",0.895104698524009,0.9196071028709412
194,Where's ethani?,,Where's Ethan?,src,PG,,where is ethani,where is ethan,['where is ethani'],['where is ethan'],"[['where', 'is', 'ethani']]","[['where', 'is', 'ethan']]","['where', 'be', 'ethani']","['where', 'be', 'ethan']",0.4838887432174706,0.9410746097564697
195,"Hey, oz.",,"Hey, Oz.",src,PG,,hey oz,hey oz,['hey oz'],['hey oz'],"[['hey', 'oz']]","[['hey', 'oz']]","['hey', 'ounce']","['hey', 'ounce']",1.0000000000000002,1.0000001192092896
196,They've got my daughters.,,They've got my daughter.,src,PG,,they have got my daughters,they have got my daughter,['they have got my daughters'],['they have got my daughter'],"[['they', 'have', 'got', 'my', 'daughters']]","[['they', 'have', 'got', 'my', 'daughter']]","['they', 'have', 'get', 'my', 'daughter']","['they', 'have', 'get', 'my', 'daughter']",1.0,0.9999997615814209
197,But we ain't got nothin '.,,But we have no money.,src,PG,,but we are not got nothin ,but we have no money,['but we are not got nothin'],['but we have no money'],"[['but', 'we', 'are', 'not', 'got', 'nothin']]","[['but', 'we', 'have', 'no', 'money']]","['but', 'we', 'be', 'not', 'get', 'nothin']","['but', 'we', 'have', 'no', 'money']",0.384949875649694,0.7102829217910767
198,Prodigal son of mine.,,Prodigal son.,src,PG,,prodigal son of mine,prodigal son,['prodigal son of mine'],['prodigal son'],"[['prodigal', 'son', 'of', 'mine']]","[['prodigal', 'son']]","['prodigal', 'son', 'of', 'mine']","['prodigal', 'son']",0.7965013870356537,0.8116087317466736
199,Fifty-footer.,,50 meters.,src,PG,,fiftyfooter,50 meters,['fiftyfooter'],['50 meters'],[['fiftyfooter']],"[['50', 'meters']]",['fiftyfooter'],"['50', 'meter']",0.0,0.6366099119186401
200,"Thanks, ⁇ .",,"Thank you, Joyce.",src,PG,,thanks  ,thank you joyce,['thanks'],['thank you joyce'],[['thanks']],"[['thank', 'you', 'joyce']]",['thanks'],"['thank', 'you', 'joyce']",0.0,0.7802077531814575
201,She's a princess.,,She's a princess.,src,PG,,she is a princess,she is a princess,['she is a princess'],['she is a princess'],"[['she', 'is', 'a', 'princess']]","[['she', 'is', 'a', 'princess']]","['she', 'be', 'a', 'princess']","['she', 'be', 'a', 'princess']",1.0000000000000002,0.9999997615814209
202,"Thank you, Bruce.",,"Thank you, Bruce.",src,PG,,thank you bruce,thank you bruce,['thank you bruce'],['thank you bruce'],"[['thank', 'you', 'bruce']]","[['thank', 'you', 'bruce']]","['thank', 'you', 'bruce']","['thank', 'you', 'bruce']",1.0000000000000002,1.0
203,Where's the king?,,Where's the king?,src,PG,,where is the king,where is the king,['where is the king'],['where is the king'],"[['where', 'is', 'the', 'king']]","[['where', 'is', 'the', 'king']]","['where', 'be', 'the', 'king']","['where', 'be', 'the', 'king']",1.0000000000000004,1.000000238418579
204,Wh-Where's the letter?,,Where's the letter?,src,PG,,whwhere is the letter,where is the letter,['whwhere is the letter'],['where is the letter'],"[['whwhere', 'is', 'the', 'letter']]","[['where', 'is', 'the', 'letter']]","['whwhere', 'be', 'the', 'letter']","['where', 'be', 'the', 'letter']",0.751354647695772,0.9055904746055603
205,A maid of honor.,,A wedding gift.,src,PG,,a maid of honor,a wedding gift,['a maid of honor'],['a wedding gift'],"[['a', 'maid', 'of', 'honor']]","[['a', 'wedding', 'gift']]","['a', 'maid', 'of', 'honor']","['a', 'wedding', 'gift']",0.0,0.510036826133728
206,"Morning, henry.",,"Good morning, Henry.",src,PG,,morning henry,good morning henry,['morning henry'],['good morning henry'],"[['morning', 'henry']]","[['good', 'morning', 'henry']]","['morning', 'henry']","['good', 'morning', 'henry']",0.8930421236435244,0.8405822515487671
207,He's a wee.,,He's little.,src,PG,,he is a wee,he is little,['he is a wee'],['he is little'],"[['he', 'is', 'a', 'wee']]","[['he', 'is', 'little']]","['he', 'be', 'a', 'wee']","['he', 'be', 'little']",0.24082862850205347,0.6834354400634766
208,Where's rick?,,Where's Rick?,src,PG,,where is rick,where is rick,['where is rick'],['where is rick'],"[['where', 'is', 'rick']]","[['where', 'is', 'rick']]","['where', 'be', 'rick']","['where', 'be', 'rick']",1.0000000000000002,0.9999999403953552
209,We got eyewitness,,We got witnesses.,src,PG,,we got eyewitness,we got witnesses,['we got eyewitness'],['we got witnesses'],"[['we', 'got', 'eyewitness']]","[['we', 'got', 'witnesses']]","['we', 'get', 'eyewitness']","['we', 'get', 'witness']",0.26807251220162226,0.9542803764343262
210,I-I-I gotta find my son.,,I have to find my son.,src,PG,,iii got to find my son,i have to find my son,['iii got to find my son'],['i have to find my son'],"[['iii', 'got', 'to', 'find', 'my', 'son']]","[['i', 'have', 'to', 'find', 'my', 'son']]","['iii', 'get', 'to', 'find', 'my', 'son']","['I', 'have', 'to', 'find', 'my', 'son']",0.7822817975734955,0.7717472910881042
211,"Thanks, howard.",,"Thank you, Howard.",src,PG,,thanks howard,thank you howard,['thanks howard'],['thank you howard'],"[['thanks', 'howard']]","[['thank', 'you', 'howard']]","['thanks', 'howard']","['thank', 'you', 'howard']",0.7555864637746648,0.9752902984619141
212,"Hey, bones.",,"Hey, Bones.",src,PG,,hey bones,hey bones,['hey bones'],['hey bones'],"[['hey', 'bones']]","[['hey', 'bones']]","['hey', 'bone']","['hey', 'bone']",1.0000000000000002,0.9999998807907104
213,We're in new york city.,,We're in New York.,src,PG,,we are in new york city,we are in new york,['we are in new york city'],['we are in new york'],"[['we', 'are', 'in', 'new', 'york', 'city']]","[['we', 'are', 'in', 'new', 'york']]","['we', 'be', 'in', 'new', 'york', 'city']","['we', 'be', 'in', 'new', 'york']",0.8677224896353294,0.9707707762718201
214,"Thank you, robin.",,"Thank you, Robin.",src,PG,,thank you robin,thank you robin,['thank you robin'],['thank you robin'],"[['thank', 'you', 'robin']]","[['thank', 'you', 'robin']]","['thank', 'you', 'robin']","['thank', 'you', 'robin']",1.0000000000000002,1.0
215,"John, are you okay?",,"John, are you all right?",src,PG,,john are you okay,john are you all right,['john are you okay'],['john are you all right'],"[['john', 'are', 'you', 'okay']]","[['john', 'are', 'you', 'all', 'right']]","['john', 'be', 'you', 'okay']","['john', 'be', 'you', 'all', 'right']",0.5818121052511156,0.9381951689720154
216,I am not a religious man.,,I'm not a religious man.,src,PG,,i am not a religious man,i am not a religious man,['i am not a religious man'],['i am not a religious man'],"[['i', 'am', 'not', 'a', 'religious', 'man']]","[['i', 'am', 'not', 'a', 'religious', 'man']]","['I', 'be', 'not', 'a', 'religious', 'man']","['I', 'be', 'not', 'a', 'religious', 'man']",1.0000000000000002,1.0000001192092896
217,"I'd do it for you, man.",,I'd do it for you.,src,PG,,i would do it for you man,i would do it for you,['i would do it for you man'],['i would do it for you'],"[['i', 'would', 'do', 'it', 'for', 'you', 'man']]","[['i', 'would', 'do', 'it', 'for', 'you']]","['I', 'would', 'do', 'it', 'for', 'you', 'man']","['I', 'would', 'do', 'it', 'for', 'you']",0.8570257711785425,0.9207649230957031
218,"Ink, ink, ink.",,Ink.,src,PG,,ink ink ink,ink,['ink ink ink'],['ink'],"[['ink', 'ink', 'ink']]",[['ink']],"['ink', 'ink', 'ink']",['ink'],1.0,0.8185216188430786
219,"Well, she's got a right to know that.",,She's got a right to know.,src,PG,,well she is got a right to know that,she is got a right to know,['well she is got a right to know that'],['she is got a right to know'],"[['well', 'she', 'is', 'got', 'a', 'right', 'to', 'know', 'that']]","[['she', 'is', 'got', 'a', 'right', 'to', 'know']]","['well', 'she', 'be', 'get', 'a', 'right', 'to', 'know', 'that']","['she', 'be', 'get', 'a', 'right', 'to', 'know']",0.8177920610819979,0.9249130487442017
220,This is not ⁇  justice.,,This is not justice.,src,PG,,this is not   justice,this is not justice,['this is not   justice'],['this is not justice'],"[['this', 'is', 'not', 'justice']]","[['this', 'is', 'not', 'justice']]","['this', 'be', 'not', 'justice']","['this', 'be', 'not', 'justice']",1.0,1.0
221,Where's Emma?,,Where's Emma?,src,PG,,where is emma,where is emma,['where is emma'],['where is emma'],"[['where', 'is', 'emma']]","[['where', 'is', 'emma']]","['where', 'be', 'emma']","['where', 'be', 'emma']",1.0000000000000002,0.9999999403953552
222,"Hey, Doris?",,Doris?,src,PG,,hey doris,doris,['hey doris'],['doris'],"[['hey', 'doris']]",[['doris']],"['hey', 'doris']",['doris'],0.8814837228599482,0.8981888294219971
223,Where's Martin?,,Where's Martin?,src,PG,,where is martin,where is martin,['where is martin'],['where is martin'],"[['where', 'is', 'martin']]","[['where', 'is', 'martin']]","['where', 'be', 'martin']","['where', 'be', 'martin']",1.0000000000000002,1.0
224,We're not stealers.,,We're not thieves.,src,PG,,we are not stealers,we are not thieves,['we are not stealers'],['we are not thieves'],"[['we', 'are', 'not', 'stealers']]","[['we', 'are', 'not', 'thieves']]","['we', 'be', 'not', 'stealer']","['we', 'be', 'not', 'thief']",0.26703349011694544,0.9778932929039001
225,"Thank you, frankie.",,"Thank you, Frankie.",src,PG,,thank you frankie,thank you frankie,['thank you frankie'],['thank you frankie'],"[['thank', 'you', 'frankie']]","[['thank', 'you', 'frankie']]","['thank', 'you', 'frankie']","['thank', 'you', 'frankie']",1.0,0.9999998807907104
226,What project- -?,,What project?,src,PG,,what project ,what project,['what project'],['what project'],"[['what', 'project']]","[['what', 'project']]","['what', 'project']","['what', 'project']",1.0000000000000002,1.0
227,"Thankyou, Robert.",,"Thank you, Robert.",src,PG,,thankyou robert,thank you robert,['thankyou robert'],['thank you robert'],"[['thankyou', 'robert']]","[['thank', 'you', 'robert']]","['thankyou', 'robert']","['thank', 'you', 'robert']",0.6410960074853268,0.9832262396812439
228,"Thank you, Marty- -",,"Thank you, Marty.",src,PG,,thank you marty ,thank you marty,['thank you marty'],['thank you marty'],"[['thank', 'you', 'marty']]","[['thank', 'you', 'marty']]","['thank', 'you', 'marty']","['thank', 'you', 'marty']",1.0000000000000002,0.9999998807907104
229,Why are you hurting 'me?,,Why are you hurting me?,src,PG,,why are you hurting me,why are you hurting me,['why are you hurting me'],['why are you hurting me'],"[['why', 'are', 'you', 'hurting', 'me']]","[['why', 'are', 'you', 'hurting', 'me']]","['why', 'be', 'you', 'hurt', 'I']","['why', 'be', 'you', 'hurt', 'I']",1.0,1.0000001192092896
230,Civilisations.,,Civilisation.,src,PG,,civilisations,civilisation,['civilisations'],['civilisation'],[['civilisations']],[['civilisation']],['civilisation'],['civilisation'],1.0,1.0
231, ⁇  pounds,,Five hundred pounds.,src,PG,,   pounds,five hundred pounds,['   pounds'],['five hundred pounds'],[['pounds']],"[['five', 'hundred', 'pounds']]",['pound'],"['five', 'hundred', 'pound']",0.6399278010130063,0.6299540996551514
232,Hasn't got friends.,,He doesn't have friends.,src,PG,,has not got friends,he does not have friends,['has not got friends'],['he does not have friends'],"[['has', 'not', 'got', 'friends']]","[['he', 'does', 'not', 'have', 'friends']]","['have', 'not', 'get', 'friend']","['he', 'do', 'not', 'have', 'friend']",0.78594594097646,0.8180246353149414
233,"Dude, you're my first.",,You're my first.,src,PG,,dude you are my first,you are my first,['dude you are my first'],['you are my first'],"[['dude', 'you', 'are', 'my', 'first']]","[['you', 'are', 'my', 'first']]","['dude', 'you', 'be', 'my', 'first']","['you', 'be', 'my', 'first']",0.8266600263534742,0.9348293542861938
234,I want to count on you.,,I wanna trust you.,src,PG,,i want to count on you,i want to trust you,['i want to count on you'],['i want to trust you'],"[['i', 'want', 'to', 'count', 'on', 'you']]","[['i', 'want', 'to', 'trust', 'you']]","['I', 'want', 'to', 'count', 'on', 'you']","['I', 'want', 'to', 'trust', 'you']",0.3449624160200384,0.6820458173751831
235,Switching off the engine.,,Switch off the engine.,src,PG,,switching off the engine,switch off the engine,['switching off the engine'],['switch off the engine'],"[['switching', 'off', 'the', 'engine']]","[['switch', 'off', 'the', 'engine']]","['switch', 'off', 'the', 'engine']","['switch', 'off', 'the', 'engine']",1.0000000000000002,1.0
236,I'm a professore.,,I'm a professor.,src,PG,,i am a professore,i am a professor,['i am a professore'],['i am a professor'],"[['i', 'am', 'a', 'professore']]","[['i', 'am', 'a', 'professor']]","['I', 'be', 'a', 'professore']","['I', 'be', 'a', 'professor']",0.04025585004825229,0.9943738579750061
237,Thank you so much for the Book.,,Thank you for the book.,src,PG,,thank you so much for the book,thank you for the book,['thank you so much for the book'],['thank you for the book'],"[['thank', 'you', 'so', 'much', 'for', 'the', 'book']]","[['thank', 'you', 'for', 'the', 'book']]","['thank', 'you', 'so', 'much', 'for', 'the', 'book']","['thank', 'you', 'for', 'the', 'book']",0.8082988958944493,0.9647121429443359
238,- She ain't no ill.,,She's not sick.,src,PG,, she are not no ill,she is not sick,[' she are not no ill'],['she is not sick'],"[['she', 'are', 'not', 'no', 'ill']]","[['she', 'is', 'not', 'sick']]","['she', 'be', 'not', 'no', 'ill']","['she', 'be', 'not', 'sick']",0.3004182726626751,0.9637754559516907
239,She- - she didn't lie.,,She didn't lie.,src,PG,,she  she did not lie,she did not lie,['she  she did not lie'],['she did not lie'],"[['she', 'she', 'did', 'not', 'lie']]","[['she', 'did', 'not', 'lie']]","['she', 'she', 'do', 'not', 'lie']","['she', 'do', 'not', 'lie']",0.945904674581376,0.9867875576019287
240,"Hello, justin.",,"Hello, Justin.",src,PG,,hello justin,hello justin,['hello justin'],['hello justin'],"[['hello', 'justin']]","[['hello', 'justin']]","['hello', 'justin']","['hello', 'justin']",1.0,1.0
241,"Thanks, lou.",,"Thank you, Lou.",src,PG,,thanks lou,thank you lou,['thanks lou'],['thank you lou'],"[['thanks', 'lou']]","[['thank', 'you', 'lou']]","['thanks', 'lou']","['thank', 'you', 'lou']",0.7266167514507548,0.9859954118728638
242,"THANKS, Abby.",,"Thank you, Abby.",src,PG,,thanks abby,thank you abby,['thanks abby'],['thank you abby'],"[['thanks', 'abby']]","[['thank', 'you', 'abby']]","['thanks', 'abby']","['thank', 'you', 'abby']",0.7266167514507548,0.9840155839920044
243,Do you like ⁇ ?,,Do you like hockey?,src,PG,,do you like  ,do you like hockey,['do you like'],['do you like hockey'],"[['do', 'you', 'like']]","[['do', 'you', 'like', 'hockey']]","['do', 'you', 'like']","['do', 'you', 'like', 'hockey']",1.0,0.6701890230178833
